Order,Property ID,Lot Area,Street,Alley,Lot Config,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Foundation,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Garage Type,Garage Cars,Garage Area,Paved Drive,Wood Deck SF,Open Porch SF,Pool Area,Fence,Mo Sold,Yr Sold,Sale Type,Sale Condition,SalePrice
2704,904302020,5220,Pave,NA,Inside,1Fam,1Story,5,3,1936,1950,Gable,CompShg,Wd Sdng,Wd Shng,BrkTil,Unf,0,Unf,0,830,830,GasA,Y,SBrkr,0,0,1,0,2,1,4,0,Detchd,1,180,P,0,108,0,NA,1,2006,WD ,Normal,80000
2705,904302030,5500,Pave,NA,Inside,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,PConc,GLQ,510,LwQ,373,190,1073,GasA,Y,SBrkr,1,0,2,0,2,1,4,0,Detchd,1,246,Y,0,120,0,NA,5,2006,WD ,Normal,157000
2706,905100030,11235,Pave,NA,Inside,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,CBlock,Rec,547,Unf,0,504,1051,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Attchd,2,459,Y,0,82,0,NA,10,2006,WD ,Normal,148000
2707,905101330,10791,Pave,NA,Inside,Duplex,1Story,4,5,1967,1967,Gable,CompShg,MetalSd,MetalSd,Slab,NA,0,NA,0,0,0,GasA,Y,SBrkr,0,0,2,0,2,2,6,0,CarPort,2,516,Y,0,0,0,NA,10,2006,WD ,Normal,90000
2708,905101450,8414,Pave,NA,Inside,1Fam,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,HdBoard,CBlock,GLQ,663,Unf,0,396,1059,GasA,Y,SBrkr,0,1,1,0,3,1,6,0,Attchd,1,264,Y,192,0,0,MnPrv,2,2006,WD ,Normal,154500
2709,905103130,11327,Pave,NA,Inside,1Fam,1Story,5,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,CBlock,ALQ,779,Unf,0,285,1064,GasA,Y,SBrkr,0,1,1,0,3,1,6,1,Attchd,2,528,Y,314,48,0,NA,6,2006,WD ,Normal,153600
2710,905103140,11777,Pave,NA,Inside,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,CBlock,LwQ,328,ALQ,551,285,1164,GasA,Y,SBrkr,1,0,1,0,3,1,6,2,Attchd,2,564,Y,160,68,0,NA,5,2006,WD ,Abnorml,164500
2711,905103180,10366,Pave,NA,Corner,1Fam,SLvl,6,7,1964,1964,Gable,CompShg,HdBoard,Plywood,CBlock,GLQ,456,Unf,0,456,912,GasA,Y,SBrkr,0,1,1,0,2,1,4,0,Attchd,1,336,Y,77,0,0,GdPrv,7,2006,WD ,Normal,132000
2712,905105010,9000,Pave,NA,Corner,1Fam,1Story,5,6,1966,1966,Gable,CompShg,Plywood,Plywood,CBlock,ALQ,773,Unf,0,286,1059,GasA,Y,SBrkr,1,0,1,0,3,1,6,0,Attchd,1,286,Y,0,88,0,GdWo,6,2006,WD ,Abnorml,142500
2713,905106210,11553,Pave,NA,Inside,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,CBlock,BLQ,673,Unf,0,378,1051,GasA,Y,SBrkr,0,0,1,1,3,1,7,1,Attchd,1,336,Y,466,0,0,NA,7,2006,WD ,Normal,158000
2714,905107070,7844,Pave,NA,Inside,1Fam,2Story,6,7,1978,1978,Hip,CompShg,HdBoard,HdBoard,CBlock,ALQ,209,Unf,0,463,672,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Attchd,2,440,Y,0,0,0,NA,3,2006,WD ,Normal,149500
2715,905107220,9535,Pave,NA,Inside,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,CBlock,BLQ,194,LwQ,982,0,1176,GasA,Y,SBrkr,1,0,1,1,3,1,7,1,Attchd,2,512,Y,284,0,0,MnPrv,7,2006,WD ,Normal,165000
2716,905107240,10335,Pave,NA,Inside,1Fam,1Story,5,6,1968,1993,Gable,CompShg,Plywood,Plywood,CBlock,Rec,570,Unf,0,891,1461,GasA,Y,SBrkr,0,0,2,1,3,1,7,1,Attchd,2,440,Y,0,96,0,MnPrv,7,2006,WD ,Normal,180000
2717,905107300,7176,Pave,NA,CulDSac,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,CBlock,GLQ,794,Unf,0,166,960,GasA,Y,SBrkr,1,0,1,0,3,1,6,1,Detchd,2,616,Y,131,0,0,GdPrv,7,2006,WD ,Normal,160500
2718,905108090,9662,Pave,NA,Inside,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,CBlock,Unf,0,Unf,0,1967,1967,GasA,Y,SBrkr,0,0,2,0,6,2,10,0,Attchd,2,580,Y,170,0,0,NA,8,2006,WD ,Normal,156500
2719,905108120,8235,Pave,NA,Inside,Duplex,1Story,5,4,1977,1977,Gable,CompShg,Plywood,Plywood,CBlock,Rec,483,Unf,0,1466,1949,GasA,Y,SBrkr,0,0,2,0,6,2,10,0,Attchd,2,586,Y,32,0,0,NA,5,2006,WD ,Normal,157000
2720,905200280,13650,Pave,NA,Inside,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,57,BLQ,441,554,1052,GasA,Y,SBrkr,1,0,2,0,4,1,8,1,Attchd,2,451,Y,0,0,0,NA,7,2006,WD ,Normal,172500
2721,905200290,13125,Pave,NA,Corner,1Fam,1Story,5,4,1957,2000,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,168,BLQ,682,284,1134,GasA,Y,SBrkr,1,0,2,0,3,1,8,1,Attchd,2,484,Y,0,0,0,GdPrv,1,2006,WD ,Normal,155000
2722,905200340,17920,Pave,NA,Inside,1Fam,1Story,5,4,1955,1974,Hip,CompShg,Wd Sdng,Plywood,CBlock,ALQ,306,Rec,1085,372,1763,GasA,Y,SBrkr,1,0,1,1,3,1,6,1,Attchd,2,454,Y,0,418,0,NA,7,2006,WD ,Abnorml,170000
2723,905200380,17529,Pave,NA,Inside,1Fam,1Story,5,5,1924,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,Unf,0,Unf,0,872,872,GasA,N,FuseF,0,0,1,0,2,1,5,1,Detchd,1,322,N,0,0,0,NA,4,2006,WD ,Normal,105000
2724,905200490,10246,Pave,NA,CulDSac,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,CBlock,GLQ,648,Unf,0,0,648,GasA,Y,SBrkr,1,1,0,0,0,1,3,0,Attchd,1,364,Y,88,0,0,NA,5,2006,WD ,Normal,145000
2725,905201090,14175,Pave,NA,Corner,1Fam,1Story,5,6,1956,1987,Gable,CompShg,CemntBd,Wd Sdng,CBlock,Rec,988,Unf,0,200,1188,GasA,Y,SBrkr,1,0,1,1,3,1,6,1,Detchd,2,576,Y,304,0,0,NA,11,2006,WD ,Normal,168000
2726,905202190,20355,Pave,NA,Inside,1Fam,1Story,7,6,1967,1967,Gable,Tar&Grv,Plywood,Plywood,CBlock,Rec,810,ALQ,826,229,1865,GasA,Y,SBrkr,1,0,1,0,2,1,6,2,Attchd,2,521,Y,0,115,0,NA,6,2006,WD ,Normal,278000
2727,905202210,13050,Pave,NA,Inside,1Fam,1Story,5,6,1963,1963,Flat,Tar&Grv,WdShing,Wd Shng,CBlock,Rec,104,ALQ,850,46,1000,GasA,Y,SBrkr,1,0,1,0,1,1,4,2,Attchd,2,575,Y,238,0,0,NA,4,2006,WD ,Normal,164000
2728,905225080,15593,Pave,NA,Corner,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,BrkFace,AsbShng,CBlock,BLQ,603,Unf,0,701,1304,GasW,Y,SBrkr,0,0,2,0,3,1,7,1,Attchd,2,667,Y,0,21,0,NA,7,2006,WD ,Normal,225000
2729,905300010,10820,Pave,NA,Corner,1Fam,SFoyer,5,7,1971,1972,Gable,CompShg,HdBoard,HdBoard,PConc,GLQ,535,Rec,159,88,782,GasA,Y,SBrkr,1,0,1,0,2,1,4,0,Detchd,2,576,Y,0,0,0,MnPrv,6,2006,WD ,Normal,130000
2730,905300080,13350,Pave,NA,Inside,1Fam,1Story,5,5,1974,1974,Hip,CompShg,HdBoard,Plywood,CBlock,ALQ,762,Unf,0,102,864,GasA,Y,SBrkr,1,0,1,0,3,1,5,1,Attchd,2,440,Y,241,0,0,MnPrv,6,2006,WD ,Normal,142500
2731,905351045,1700,Pave,NA,Inside,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,397,Unf,0,33,430,GasA,Y,SBrkr,1,0,2,1,2,1,7,0,Basment,1,450,Y,188,36,0,NA,4,2006,WD ,Normal,148400
2732,905351150,5271,Pave,NA,Inside,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,GLQ,1082,Unf,0,371,1453,GasA,Y,SBrkr,1,0,1,1,2,1,6,1,Attchd,2,445,Y,0,80,0,NA,12,2006,WD ,Abnorml,190000
2733,905402110,9375,Pave,NA,Corner,1Fam,1Story,4,5,1954,1954,Gable,CompShg,MetalSd,MetalSd,CBlock,Rec,799,Unf,0,168,967,GasA,Y,SBrkr,0,0,1,1,3,1,6,1,Attchd,2,504,Y,237,0,0,NA,6,2006,WD ,Normal,146000
2734,905403050,6488,Pave,NA,Inside,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,LwQ,230,Unf,0,569,799,GasA,N,FuseA,0,0,1,0,3,1,6,2,BuiltIn,1,215,Y,264,0,0,NA,3,2006,WD ,Family,128000
2735,905426100,7800,Pave,NA,Inside,1Fam,2Story,5,8,1948,2002,Gable,CompShg,MetalSd,MetalSd,CBlock,GLQ,603,Unf,0,293,896,GasA,Y,SBrkr,1,0,3,0,3,1,8,0,Attchd,1,230,Y,103,0,0,NA,8,2006,WD ,Normal,225000
2736,905426150,19690,Pave,NA,CulDSac,1Fam,SLvl,6,7,1966,1966,Flat,Tar&Grv,Plywood,Plywood,CBlock,Unf,0,Unf,0,697,697,GasA,Y,SBrkr,0,0,2,0,4,1,8,1,Attchd,2,432,Y,586,236,738,GdPrv,8,2006,WD ,Alloca,274970
2737,905427010,19950,Pave,NA,Corner,1Fam,2Story,6,7,1928,1950,Gable,CompShg,WdShing,Plywood,PConc,Unf,0,Unf,0,672,672,GasA,Y,SBrkr,0,0,2,0,4,1,8,2,2Types,3,795,P,0,42,0,NA,12,2006,WD ,Normal,235000
2738,905427030,19800,Pave,NA,Inside,1Fam,2.5Unf,6,8,1935,1990,Gable,CompShg,BrkFace,Wd Sdng,BrkTil,Rec,425,Unf,0,1411,1836,GasA,Y,SBrkr,0,0,3,1,5,1,7,2,Detchd,2,836,Y,684,80,0,NA,12,2006,WD ,Normal,415000
2739,905427140,11679,Pave,NA,Inside,1Fam,SLvl,5,5,1962,1962,Gable,CompShg,Plywood,Plywood,CBlock,ALQ,612,Rec,1164,0,1776,GasA,Y,SBrkr,0,1,2,0,3,1,6,1,Attchd,2,528,Y,453,253,0,MnPrv,5,2006,WD ,Normal,182000
2740,905451050,12048,Pave,NA,Inside,1Fam,1Story,5,6,1952,2002,Gable,CompShg,Wd Sdng,Wd Sdng,Slab,NA,0,NA,0,0,0,GasA,Y,SBrkr,0,0,1,0,3,1,7,1,Attchd,2,569,Y,0,189,0,NA,4,2006,WD ,Normal,135000
2741,905451410,10519,Pave,NA,Inside,1Fam,1Story,5,8,1955,1999,Hip,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,1057,1057,GasA,Y,SBrkr,0,1,1,0,3,1,6,0,Attchd,1,288,Y,0,0,0,NA,3,2006,WD ,Normal,137000
2742,905452140,9525,Pave,NA,Inside,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,444,Unf,0,550,994,GasA,Y,SBrkr,0,0,2,0,4,1,7,0,Attchd,1,325,Y,182,0,0,NA,10,2006,WD ,Normal,136900
2743,905452150,9525,Pave,NA,Inside,1Fam,1.5Fin,6,5,1953,1953,Gable,CompShg,MetalSd,MetalSd,CBlock,LwQ,468,Unf,0,532,1000,GasA,Y,SBrkr,0,0,1,1,5,1,7,0,Attchd,1,305,Y,0,0,0,NA,7,2006,WD ,Normal,149900
2744,905475150,6420,Pave,NA,Inside,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,PConc,LwQ,210,ALQ,551,219,980,GasA,Y,FuseA,0,1,1,0,2,1,6,0,Detchd,1,308,Y,0,0,0,NA,9,2006,WD ,Normal,123500
2745,905477010,8335,Pave,NA,Corner,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Wd Sdng,Slab,NA,0,NA,0,0,0,GasA,Y,SBrkr,0,0,1,0,3,1,5,1,NA,0,0,N,0,36,0,NA,4,2006,WD ,Normal,93000
2746,905480160,7585,Pave,NA,Inside,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,CBlock,Unf,0,Unf,0,810,810,GasA,Y,FuseA,1,1,1,0,4,1,7,1,Detchd,1,280,P,0,0,0,NA,8,2006,WD ,Normal,91500
2747,906202040,11200,Pave,NA,Inside,1Fam,1Story,6,5,1985,1985,Gable,CompShg,Wd Sdng,Wd Shng,CBlock,GLQ,1258,Unf,0,40,1298,GasA,Y,SBrkr,1,0,2,0,3,1,5,1,Attchd,2,403,Y,165,26,0,NA,5,2006,WD ,Normal,180000
2748,906204180,12128,Pave,NA,Inside,1Fam,2Story,6,4,1989,1989,Gable,CompShg,HdBoard,HdBoard,CBlock,ALQ,549,Unf,0,319,868,GasA,Y,SBrkr,0,0,2,1,4,1,9,1,Attchd,2,506,Y,0,245,0,MnPrv,11,2006,WD ,Abnorml,209000
2749,906223180,9554,Pave,NA,Inside,1Fam,2Story,8,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,380,Unf,0,397,777,GasA,Y,SBrkr,0,0,2,1,3,1,8,1,Attchd,2,471,Y,182,81,0,NA,9,2006,WD ,Normal,215000
2750,906225180,9069,Pave,NA,Inside,Duplex,SFoyer,6,8,1993,1993,Gable,CompShg,HdBoard,HdBoard,PConc,LwQ,261,GLQ,1083,0,1344,GasA,Y,SBrkr,2,0,2,0,2,2,8,0,Attchd,4,920,Y,288,0,0,NA,4,2006,WD ,Normal,224500
2751,906380110,11003,Pave,NA,Inside,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1308,1308,GasA,Y,SBrkr,0,0,2,1,3,1,7,0,BuiltIn,3,848,Y,0,40,0,NA,7,2006,New,Partial,229800
2752,906380150,7488,Pave,NA,Inside,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,393,Unf,0,815,1208,GasA,Y,SBrkr,0,0,2,0,2,1,6,0,Attchd,2,632,Y,105,58,0,NA,2,2006,WD ,Abnorml,183600
2753,906380170,7406,Pave,NA,Inside,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,684,Unf,0,515,1199,GasA,Y,SBrkr,1,0,2,0,2,1,6,0,Attchd,2,632,Y,105,54,0,NA,7,2006,New,Partial,194000
2754,906380180,6762,Pave,NA,Inside,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1286,1286,GasA,Y,SBrkr,0,0,2,0,2,1,6,1,Attchd,2,662,Y,168,55,0,NA,7,2006,New,Partial,193879
2755,906382030,11210,Pave,NA,Inside,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,20,Unf,0,1594,1614,GasA,Y,SBrkr,0,0,2,0,3,1,7,0,Attchd,3,865,Y,144,59,0,NA,7,2006,New,Partial,221500
2756,906382040,8990,Pave,NA,Inside,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1498,1498,GasA,Y,SBrkr,0,0,2,0,2,1,5,0,Attchd,2,675,Y,351,33,0,NA,4,2006,New,Partial,204900
2757,906382050,8760,Pave,NA,Inside,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,464,Unf,0,927,1391,GasA,Y,SBrkr,0,0,2,1,3,1,7,0,Attchd,3,868,Y,0,90,0,NA,8,2006,New,Partial,239799
2758,906392090,13377,Pave,NA,Corner,1Fam,1Story,6,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,PConc,GLQ,1576,Unf,0,260,1836,GasA,Y,SBrkr,1,0,2,0,3,1,7,1,Attchd,2,495,Y,0,32,0,NA,7,2006,New,Partial,233555
2759,906392100,11645,Pave,NA,Inside,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,1300,Unf,0,434,1734,GasA,Y,SBrkr,1,0,2,0,3,1,7,0,Attchd,2,660,Y,160,24,0,NA,1,2006,WD ,Normal,260000
2760,906392120,11645,Pave,NA,Inside,1Fam,1Story,8,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,PConc,GLQ,1122,Unf,0,448,1570,GasA,Y,SBrkr,1,0,2,1,2,1,6,0,Attchd,3,754,Y,176,80,0,NA,8,2006,New,Partial,294900
2761,906394010,10984,Pave,NA,Corner,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,945,945,GasA,Y,SBrkr,0,0,2,1,3,1,8,0,Attchd,2,638,Y,144,54,0,NA,5,2006,New,Partial,209700
2762,906394040,9316,Pave,NA,Inside,1Fam,1Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,56,Unf,0,1558,1614,GasA,Y,SBrkr,0,0,2,0,3,1,7,1,Attchd,2,576,Y,100,45,0,NA,3,2006,WD ,Normal,225000
2763,906394060,9316,Pave,NA,Inside,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,784,784,GasA,Y,SBrkr,0,0,2,1,3,1,6,0,Attchd,2,610,Y,144,45,0,NA,6,2006,WD ,Normal,181000
2764,906420020,10041,Pave,NA,Inside,1Fam,2Story,8,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,PConc,GLQ,789,Unf,0,119,908,GasA,Y,SBrkr,1,0,2,1,3,1,8,1,Attchd,2,506,Y,120,150,0,NA,2,2006,WD ,Abnorml,220000
2765,906426090,36500,Pave,NA,Inside,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,CBlock,Rec,812,Unf,0,812,1624,GasA,Y,SBrkr,0,1,2,0,4,1,7,0,Attchd,2,390,N,168,198,0,NA,6,2006,WD ,Normal,190000
2766,906475050,21453,Pave,NA,CulDSac,1Fam,SLvl,6,5,1969,1969,Flat,Metal,Plywood,Plywood,CBlock,ALQ,938,Unf,0,0,938,GasA,Y,SBrkr,1,0,1,0,1,1,4,2,Attchd,2,540,Y,0,130,0,NA,10,2006,WD ,Normal,180000
2767,906475200,70761,Pave,NA,Inside,1Fam,1Story,7,5,1975,1975,Gable,WdShngl,Plywood,Plywood,CBlock,ALQ,655,Unf,0,878,1533,GasA,Y,SBrkr,1,0,2,0,2,1,5,2,Attchd,2,576,Y,200,54,0,NA,12,2006,WD ,Normal,280000
2768,906476140,12000,Pave,NA,Inside,1Fam,1Story,6,5,1968,1968,Gable,CompShg,Plywood,Plywood,CBlock,LwQ,853,Unf,0,535,1388,GasA,Y,SBrkr,1,0,2,0,3,1,6,1,Attchd,2,522,Y,0,58,0,NA,7,2006,COD,Abnorml,158900
2769,907125020,8846,Pave,NA,CulDSac,1Fam,SFoyer,5,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,298,Unf,0,572,870,GasA,Y,SBrkr,0,0,1,0,2,1,5,0,Detchd,2,576,Y,0,0,0,NA,7,2006,WD ,Normal,148000
2770,907125080,13015,Pave,NA,Corner,1Fam,1Story,5,6,1996,1996,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1100,1100,GasA,Y,SBrkr,0,0,1,1,3,1,5,0,Attchd,2,462,Y,0,0,0,NA,6,2006,WD ,Normal,145000
2771,907130110,12438,Pave,NA,Inside,1Fam,2Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,781,781,GasA,Y,SBrkr,0,0,2,1,3,1,6,1,Attchd,2,473,Y,413,91,0,NA,8,2006,WD ,Normal,187000
2772,907131070,8685,Pave,NA,CulDSac,1Fam,1Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,846,Unf,0,579,1425,GasA,Y,SBrkr,1,0,2,0,3,1,5,0,Attchd,2,591,Y,0,130,0,NA,5,2006,WD ,Normal,193000
2773,907135230,13568,Pave,NA,CulDSac,1Fam,1Story,5,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,PConc,ALQ,716,Unf,0,274,990,GasA,Y,SBrkr,0,1,1,0,3,1,5,0,Attchd,2,576,Y,224,0,0,NA,7,2006,WD ,Normal,156000
2774,907175030,9100,Pave,NA,Inside,1Fam,1Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,1400,Unf,0,125,1525,GasA,Y,SBrkr,1,0,2,0,3,1,6,0,Attchd,2,541,Y,219,36,0,NA,9,2006,WD ,Normal,235000
2775,907175060,9236,Pave,NA,Inside,1Fam,1Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,1200,Unf,0,279,1479,GasA,Y,SBrkr,1,0,2,0,3,1,6,0,Attchd,2,576,Y,168,27,0,NA,7,2006,WD ,Normal,217000
2776,907180120,10264,Pave,NA,Inside,1Fam,1Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,ALQ,1162,Unf,0,426,1588,GasA,Y,SBrkr,0,0,2,0,3,1,6,0,Attchd,2,472,Y,158,29,0,NA,8,2006,WD ,Normal,214000
2777,907181090,9272,Pave,NA,Inside,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,500,Unf,0,342,842,GasA,Y,SBrkr,0,0,2,1,3,1,7,0,Attchd,2,515,Y,140,85,0,NA,6,2006,WD ,Normal,196000
2778,907187010,13426,Pave,NA,Corner,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,894,Unf,0,57,951,GasA,Y,SBrkr,1,0,2,1,3,1,7,1,Attchd,2,586,Y,208,107,0,NA,9,2006,WD ,Normal,217000
2779,907192010,13450,Pave,NA,Corner,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,700,Unf,0,216,916,GasA,Y,SBrkr,1,0,2,1,3,1,8,0,BuiltIn,2,492,Y,146,91,0,NA,6,2006,WD ,Normal,200000
2780,907194130,14006,Pave,NA,Inside,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,936,936,GasA,Y,SBrkr,0,0,2,1,3,1,7,1,Attchd,2,474,Y,144,96,0,NA,2,2006,WD ,Normal,192500
2781,907196020,13704,Pave,NA,Corner,1Fam,1Story,7,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,PConc,Unf,0,Unf,0,1541,1541,GasA,Y,SBrkr,0,0,2,0,3,1,6,1,Attchd,3,843,Y,468,81,0,NA,1,2006,WD ,Normal,205000
2782,907200170,10780,Pave,NA,Inside,1Fam,SLvl,5,5,1976,1976,Gable,CompShg,MetalSd,MetalSd,CBlock,ALQ,483,Unf,0,428,911,GasA,Y,SBrkr,0,0,1,0,3,1,6,0,Detchd,2,576,Y,0,0,0,NA,7,2006,WD ,Normal,132500
2783,907201160,8340,Pave,NA,Inside,1Fam,2Story,6,6,1977,1977,Gable,CompShg,HdBoard,Plywood,CBlock,GLQ,509,Unf,0,166,675,GasA,Y,SBrkr,0,0,1,1,3,1,6,0,Attchd,1,317,Y,406,36,0,NA,12,2006,WD ,Normal,157500
2784,907201230,10385,Pave,NA,CulDSac,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,CBlock,ALQ,595,LwQ,400,0,995,GasA,Y,SBrkr,0,1,2,0,3,1,6,0,Detchd,3,672,Y,386,0,0,NA,4,2006,WD ,Normal,174000
2785,907202140,9920,Pave,NA,Inside,1Fam,1Story,5,6,1969,1969,Gable,CompShg,HdBoard,Plywood,CBlock,ALQ,523,Unf,0,448,971,GasA,Y,SBrkr,0,0,1,1,3,1,5,1,Attchd,1,300,Y,0,0,0,NA,5,2006,WD ,Normal,128500
2786,907203010,9560,Pave,NA,Corner,1Fam,1Story,5,7,1972,1972,Hip,CompShg,MetalSd,MetalSd,CBlock,Rec,360,Unf,0,504,864,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Attchd,1,288,Y,0,0,0,NA,6,2006,WD ,Normal,128500
2787,907203040,9800,Pave,NA,Corner,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,PConc,ALQ,894,Unf,0,0,894,GasA,Y,SBrkr,1,0,1,0,3,1,5,0,Attchd,2,552,Y,256,0,0,GdWo,7,2006,WD ,Abnorml,149900
2788,907227090,7200,Pave,NA,Inside,1Fam,1Story,5,8,1972,1972,Gable,CompShg,VinylSd,VinylSd,CBlock,BLQ,437,Unf,0,427,864,GasA,Y,SBrkr,0,0,1,0,3,1,5,0,Detchd,1,297,Y,0,0,0,MnPrv,3,2006,WD ,Normal,119900
2789,907230240,3612,Pave,NA,Inside,Twnhs,2Story,6,5,1993,1994,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,338,Unf,0,292,630,GasA,Y,SBrkr,0,0,2,1,3,1,5,0,Detchd,2,484,Y,0,48,0,MnPrv,6,2006,WD ,Normal,137000
2790,907251100,11367,Pave,NA,Corner,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,932,Unf,0,133,1065,GasA,Y,SBrkr,1,0,2,1,3,1,7,1,Attchd,2,586,Y,199,60,0,NA,11,2006,WD ,Normal,255000
2791,907252050,9930,Pave,NA,Inside,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,456,Unf,0,370,826,GasA,Y,SBrkr,0,0,2,1,3,1,6,0,Attchd,2,591,Y,320,54,0,NA,7,2006,WD ,Normal,222000
2792,907254050,9468,Pave,NA,CulDSac,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,PConc,GLQ,639,Unf,0,201,840,GasA,Y,SBrkr,1,0,2,1,3,1,7,1,Attchd,2,530,Y,176,73,0,NA,8,2006,WD ,Normal,214000
2793,907255010,11088,Pave,NA,Corner,1Fam,1Story,8,5,2002,2002,Hip,CompShg,Stucco,Stucco,PConc,GLQ,872,Unf,0,476,1348,GasA,Y,SBrkr,1,0,1,1,1,1,5,1,Attchd,2,418,Y,68,166,0,NA,6,2006,WD ,Normal,220000
